recency,history,history_segment,zip_code,channel,newbie,segment,T,visit,conversion,spend,true_tau_mens_visit,true_tau_womens_visit,true_tau_mens_spend,true_tau_womens_spend
10,232.70083942843317,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,1,0,9.260093860264252,0.05,0.03,1.5,1.0
7,338.69155717513246,3) $200 - $350,Suburban,Phone,0,Mens E-Mail,1,0,0,5.5407665618445225,0.05,0.03,1.5,1.0
6,450.2385044312799,4) $350 - $500,Suburban,Phone,0,Mens E-Mail,1,0,0,8.347617359754427,0.05,0.03,1.5,1.0
5,354.16387546022196,4) $350 - $500,Suburban,Web,0,Womens E-Mail,2,0,0,6.905167519212314,0.05,0.03,1.5,1.0
6,375.0031184473327,4) $350 - $500,Rural,Web,0,Mens E-Mail,1,0,0,7.150047128129904,0.05,0.03,1.5,1.0
2,152.8594421700551,2) $100 - $200,Rural,Web,1,Womens E-Mail,2,0,0,2.5957265207340705,0.05,0.03,1.5,1.0
10,34.17373477018225,1) $0 - $100,Suburban,Web,0,Mens E-Mail,1,1,0,5.729594914112678,0.05,0.03,1.5,1.0
1,363.23423759737847,4) $350 - $500,Urban,Web,1,Womens E-Mail,2,0,0,7.319057360059384,0.05,0.03,1.5,1.0
1,411.5518474552127,4) $350 - $500,Urban,Web,0,Womens E-Mail,2,0,0,5.374383340599868,0.05,0.03,1.5,1.0
8,395.2023613598862,4) $350 - $500,Urban,Web,0,Womens E-Mail,2,0,0,5.7980833954860165,0.05,0.03,1.5,1.0
3,312.6409916534934,3) $200 - $350,Urban,Web,1,Womens E-Mail,2,1,0,6.177763750485654,0.05,0.03,1.5,1.0
11,465.67368911139465,4) $350 - $500,Rural,Phone,1,Womens E-Mail,2,0,0,9.985321937753461,0.05,0.03,1.5,1.0
3,98.52312824860796,1) $0 - $100,Urban,Web,1,Womens E-Mail,2,0,0,1.7493613664743508,0.05,0.03,1.5,1.0
9,264.39884871621615,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,0,0,6.071782146398441,0.05,0.03,1.5,1.0
6,401.2336792857583,4) $350 - $500,Urban,Web,0,Womens E-Mail,2,0,0,6.2407332156030995,0.05,0.03,1.5,1.0
4,5.24638033349516,1) $0 - $100,Suburban,Web,0,Womens E-Mail,2,0,1,0.48018215610792425,0.05,0.03,1.5,1.0
4,291.5590298951714,3) $200 - $350,Suburban,Web,1,Womens E-Mail,2,0,0,5.328792198760516,0.05,0.03,1.5,1.0
7,192.05921041947346,2) $100 - $200,Rural,Web,0,Womens E-Mail,2,0,0,3.5680266878810425,0.05,0.03,1.5,1.0
6,359.6543154227685,4) $350 - $500,Urban,Web,1,Womens E-Mail,2,0,0,6.980389953598585,0.05,0.03,1.5,1.0
2,417.9267578155507,4) $350 - $500,Suburban,Phone,0,Womens E-Mail,2,0,0,4.836824032415271,0.05,0.03,1.5,1.0
9,406.29229779835737,4) $350 - $500,Rural,Web,0,Womens E-Mail,2,0,0,8.865374584901648,0.05,0.03,1.5,1.0
2,277.0371471521729,3) $200 - $350,Rural,Web,1,Mens E-Mail,1,0,0,5.467319603875237,0.05,0.03,1.5,1.0
8,200.60838571924626,3) $200 - $350,Urban,Phone,0,Mens E-Mail,1,0,0,5.751672749915495,0.05,0.03,1.5,1.0
4,213.21313606243544,3) $200 - $350,Suburban,Web,1,Mens E-Mail,1,0,0,3.361758815420356,0.05,0.03,1.5,1.0
10,342.1049109183522,3) $200 - $350,Rural,Phone,0,Womens E-Mail,2,0,0,7.175756574862608,0.05,0.03,1.5,1.0
1,385.649529690978,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,6.109146586480538,0.05,0.03,1.5,1.0
1,476.3708881991091,4) $350 - $500,Urban,Phone,0,Mens E-Mail,1,0,0,6.932865433366285,0.05,0.03,1.5,1.0
9,164.26622340953648,2) $100 - $200,Suburban,Web,0,Womens E-Mail,2,0,0,6.0450358368908095,0.05,0.03,1.5,1.0
4,287.651513977413,3) $200 - $350,Suburban,Phone,0,Mens E-Mail,1,0,0,6.367006075480006,0.05,0.03,1.5,1.0
1,292.0634555343146,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,0,0,2.6038660539415037,0.05,0.03,1.5,1.0
3,286.64750015862876,3) $200 - $350,Urban,Phone,0,Mens E-Mail,1,0,0,6.1040415298502895,0.05,0.03,1.5,1.0
3,340.31678858538083,3) $200 - $350,Suburban,Web,1,Mens E-Mail,1,0,0,5.243785362205561,0.05,0.03,1.5,1.0
7,330.0038917597777,3) $200 - $350,Urban,Phone,1,Mens E-Mail,1,0,0,8.501872413536216,0.05,0.03,1.5,1.0
6,176.88072450400216,2) $100 - $200,Suburban,Web,0,Womens E-Mail,2,0,0,3.677850941687695,0.05,0.03,1.5,1.0
8,141.17368944209895,2) $100 - $200,Rural,Phone,0,Mens E-Mail,1,0,0,5.305411492758888,0.05,0.03,1.5,1.0
7,377.67219168632516,4) $350 - $500,Rural,Web,0,Mens E-Mail,1,0,0,7.570519909461432,0.05,0.03,1.5,1.0
1,162.16702497822453,2) $100 - $200,Suburban,Web,0,Womens E-Mail,2,0,0,2.564635917024267,0.05,0.03,1.5,1.0
3,436.7502454802039,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,8.14116555825926,0.05,0.03,1.5,1.0
9,186.23294518265934,2) $100 - $200,Suburban,Web,0,Womens E-Mail,2,0,0,6.563891515302037,0.05,0.03,1.5,1.0
4,243.80281797470118,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,1,0,6.977344682611272,0.05,0.03,1.5,1.0
11,205.82048527667493,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,0,0,5.988192855635954,0.05,0.03,1.5,1.0
12,504.04300748550827,5) $500 - $750,Suburban,Web,0,Mens E-Mail,1,0,0,8.409232115962721,0.05,0.03,1.5,1.0
11,581.0339204571933,5) $500 - $750,Urban,Web,0,Mens E-Mail,1,0,0,10.308761726870156,0.05,0.03,1.5,1.0
12,304.68673632386776,3) $200 - $350,Suburban,Phone,0,Mens E-Mail,1,0,0,7.801136656126566,0.05,0.03,1.5,1.0
3,207.66349792453,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,0,0,4.854240622953064,0.05,0.03,1.5,1.0
5,223.06679862312586,3) $200 - $350,Suburban,Phone,0,Mens E-Mail,1,0,0,6.160998716895234,0.05,0.03,1.5,1.0
8,428.2875041199216,4) $350 - $500,Urban,Web,0,Womens E-Mail,2,0,0,8.627353874999478,0.05,0.03,1.5,1.0
1,264.6981615625896,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,0,4.939450763492248,0.05,0.03,1.5,1.0
2,494.9099305361876,4) $350 - $500,Urban,Web,1,Womens E-Mail,2,0,0,5.518563553551615,0.05,0.03,1.5,1.0
7,284.4423872475183,3) $200 - $350,Suburban,Phone,0,Mens E-Mail,1,0,0,7.046568361579194,0.05,0.03,1.5,1.0
1,483.33365202618677,4) $350 - $500,Suburban,Web,0,Womens E-Mail,2,0,0,5.940144119399888,0.05,0.03,1.5,1.0
11,276.29399950346607,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,8.367521512918959,0.05,0.03,1.5,1.0
5,163.4156592366776,2) $100 - $200,Urban,Phone,0,Mens E-Mail,1,0,0,2.977467094441606,0.05,0.03,1.5,1.0
10,71.67277864675722,1) $0 - $100,Suburban,Web,0,Womens E-Mail,2,0,0,4.005555735217237,0.05,0.03,1.5,1.0
8,378.50387807737474,4) $350 - $500,Suburban,Web,1,Womens E-Mail,2,1,0,6.962162329643083,0.05,0.03,1.5,1.0
6,91.76682865060566,1) $0 - $100,Suburban,Web,0,Mens E-Mail,1,0,0,5.8144106915517835,0.05,0.03,1.5,1.0
3,466.6323718491015,4) $350 - $500,Urban,Web,1,Womens E-Mail,2,0,0,7.306761716119028,0.05,0.03,1.5,1.0
7,146.98002505917833,2) $100 - $200,Rural,Phone,1,Mens E-Mail,1,0,0,5.267897550685635,0.05,0.03,1.5,1.0
3,371.0055685476576,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,6.106711966212655,0.05,0.03,1.5,1.0
12,542.0546403267133,5) $500 - $750,Urban,Phone,0,Mens E-Mail,1,0,0,12.465639660689158,0.05,0.03,1.5,1.0
5,428.5793072581487,4) $350 - $500,Rural,Web,0,Mens E-Mail,1,0,0,7.873687221229879,0.05,0.03,1.5,1.0
7,238.87637345334093,3) $200 - $350,Urban,Phone,0,Womens E-Mail,2,0,0,6.627291455528727,0.05,0.03,1.5,1.0
2,667.9312516019683,5) $500 - $750,Rural,Phone,0,Mens E-Mail,1,0,0,8.137529654049217,0.05,0.03,1.5,1.0
10,518.4260191694117,5) $500 - $750,Rural,Web,0,Womens E-Mail,2,0,0,7.323187120566845,0.05,0.03,1.5,1.0
4,445.39503753362294,4) $350 - $500,Suburban,Phone,0,Womens E-Mail,2,0,0,6.575506248032785,0.05,0.03,1.5,1.0
2,297.00535334751135,3) $200 - $350,Urban,Phone,1,Womens E-Mail,2,0,0,5.716813706701924,0.05,0.03,1.5,1.0
7,220.39648126127796,3) $200 - $350,Urban,Phone,0,Womens E-Mail,2,0,0,6.008841782215574,0.05,0.03,1.5,1.0
3,656.950831757912,5) $500 - $750,Urban,Phone,0,Womens E-Mail,2,0,0,8.156127555601149,0.05,0.03,1.5,1.0
9,291.2919389489554,3) $200 - $350,Urban,Phone,0,Mens E-Mail,1,0,0,5.264792879940112,0.05,0.03,1.5,1.0
11,212.00186365025414,3) $200 - $350,Suburban,Phone,0,Womens E-Mail,2,0,0,8.719538336688352,0.05,0.03,1.5,1.0
6,271.1588197002951,3) $200 - $350,Suburban,Web,1,Womens E-Mail,2,0,0,4.691000512473361,0.05,0.03,1.5,1.0
1,138.15160413567534,2) $100 - $200,Suburban,Web,0,Womens E-Mail,2,0,0,3.0596981627509536,0.05,0.03,1.5,1.0
10,198.39743696846563,2) $100 - $200,Rural,Web,0,Mens E-Mail,1,0,0,7.429968452675704,0.05,0.03,1.5,1.0
8,353.6323683578322,4) $350 - $500,Rural,Phone,0,Womens E-Mail,2,0,0,4.724884217096728,0.05,0.03,1.5,1.0
7,340.44532187813525,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,0,0,6.321662599847453,0.05,0.03,1.5,1.0
1,358.2624583808042,4) $350 - $500,Suburban,Phone,0,Womens E-Mail,2,0,0,5.479331620519248,0.05,0.03,1.5,1.0
3,126.07867293900914,2) $100 - $200,Suburban,Web,0,Womens E-Mail,2,0,0,3.7037377707887824,0.05,0.03,1.5,1.0
3,374.7513523065294,4) $350 - $500,Suburban,Web,0,Mens E-Mail,1,0,0,6.591604420037946,0.05,0.03,1.5,1.0
3,232.66425518970607,3) $200 - $350,Suburban,Phone,1,Mens E-Mail,1,0,0,5.339171526162238,0.05,0.03,1.5,1.0
7,365.13796168303105,4) $350 - $500,Suburban,Phone,1,Mens E-Mail,1,0,0,6.156622935483419,0.05,0.03,1.5,1.0
6,516.177511285388,5) $500 - $750,Rural,Phone,0,Mens E-Mail,1,0,0,9.641426309571152,0.05,0.03,1.5,1.0
11,494.68961149227795,4) $350 - $500,Urban,Web,0,Womens E-Mail,2,1,0,9.369772059275435,0.05,0.03,1.5,1.0
12,419.40249115490747,4) $350 - $500,Suburban,Web,0,Mens E-Mail,1,0,0,9.899600880774178,0.05,0.03,1.5,1.0
2,305.8292259599654,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,0,0,3.4695647770718594,0.05,0.03,1.5,1.0
5,306.85071548116457,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,0,0,5.520745406252718,0.05,0.03,1.5,1.0
6,215.88225173171156,3) $200 - $350,Suburban,Phone,0,Mens E-Mail,1,0,0,6.21869810143645,0.05,0.03,1.5,1.0
12,409.7637488508048,4) $350 - $500,Urban,Phone,0,Womens E-Mail,2,0,0,9.49907027413483,0.05,0.03,1.5,1.0
2,160.33599711828964,2) $100 - $200,Rural,Web,1,Mens E-Mail,1,0,0,4.2160625891613535,0.05,0.03,1.5,1.0
1,60.768686512721224,1) $0 - $100,Rural,Web,0,Mens E-Mail,1,0,0,3.549125759962314,0.05,0.03,1.5,1.0
4,241.94535702824214,3) $200 - $350,Urban,Phone,0,Womens E-Mail,2,0,0,5.498583118468369,0.05,0.03,1.5,1.0
12,55.23373161476963,1) $0 - $100,Suburban,Web,0,Mens E-Mail,1,0,1,6.304993254380099,0.05,0.03,1.5,1.0
4,180.801297840166,2) $100 - $200,Rural,Phone,0,Womens E-Mail,2,0,0,2.913577604842941,0.05,0.03,1.5,1.0
4,375.89915534793295,4) $350 - $500,Suburban,Phone,0,Womens E-Mail,2,0,0,6.555794889316813,0.05,0.03,1.5,1.0
1,15.483446488768138,1) $0 - $100,Suburban,Phone,0,Womens E-Mail,2,0,0,2.095656134452686,0.05,0.03,1.5,1.0
3,314.3253923852685,3) $200 - $350,Rural,Web,1,Mens E-Mail,1,0,0,4.9490194572819615,0.05,0.03,1.5,1.0
7,381.4200380147834,4) $350 - $500,Suburban,Web,1,Womens E-Mail,2,0,0,7.365895659578546,0.05,0.03,1.5,1.0
4,442.0598981429102,4) $350 - $500,Urban,Web,0,Womens E-Mail,2,0,0,6.4125192420739365,0.05,0.03,1.5,1.0
2,185.792157552487,2) $100 - $200,Urban,Web,1,Mens E-Mail,1,0,0,4.926139918565719,0.05,0.03,1.5,1.0
8,74.23226797259159,1) $0 - $100,Urban,Web,1,Mens E-Mail,1,0,0,4.590615925239734,0.05,0.03,1.5,1.0
11,11.230760709351772,1) $0 - $100,Urban,Web,0,Mens E-Mail,1,1,0,2.4067572291152395,0.05,0.03,1.5,1.0
1,377.68584515626196,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,4.635344899430416,0.05,0.03,1.5,1.0
9,218.45402873309763,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,0,0,6.264578184672677,0.05,0.03,1.5,1.0
5,211.87997093781482,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,1,0,5.359637803582532,0.05,0.03,1.5,1.0
2,292.2042670503179,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,1,0,6.533588373991169,0.05,0.03,1.5,1.0
4,478.2761492016942,4) $350 - $500,Urban,Web,0,Womens E-Mail,2,0,0,8.335168593283559,0.05,0.03,1.5,1.0
3,51.54200718904409,1) $0 - $100,Urban,Web,0,Womens E-Mail,2,0,0,2.2598092726743193,0.05,0.03,1.5,1.0
7,210.8630940898619,3) $200 - $350,Urban,Web,1,Womens E-Mail,2,0,0,5.991434143115091,0.05,0.03,1.5,1.0
6,418.8591250356554,4) $350 - $500,Suburban,Web,0,Womens E-Mail,2,0,0,8.033272044359288,0.05,0.03,1.5,1.0
11,380.29668346204596,4) $350 - $500,Suburban,Web,0,Womens E-Mail,2,0,0,10.395433580589941,0.05,0.03,1.5,1.0
12,281.17921682963373,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,6.949487625505303,0.05,0.03,1.5,1.0
11,570.3432348816199,5) $500 - $750,Suburban,Web,0,Mens E-Mail,1,0,0,11.289688962977554,0.05,0.03,1.5,1.0
9,329.4270841249249,3) $200 - $350,Urban,Phone,0,Mens E-Mail,1,0,0,8.522024423059753,0.05,0.03,1.5,1.0
4,89.30815976802349,1) $0 - $100,Suburban,Web,0,Womens E-Mail,2,0,0,2.5825538143402103,0.05,0.03,1.5,1.0
12,208.64987172449418,3) $200 - $350,Urban,Phone,0,Mens E-Mail,1,0,0,6.29159130853677,0.05,0.03,1.5,1.0
3,538.3785537995856,5) $500 - $750,Urban,Web,0,Womens E-Mail,2,1,0,8.595240486639533,0.05,0.03,1.5,1.0
7,322.12639891338813,3) $200 - $350,Urban,Phone,1,Mens E-Mail,1,0,0,6.247062326829709,0.05,0.03,1.5,1.0
6,402.3131812708823,4) $350 - $500,Suburban,Web,0,Mens E-Mail,1,1,0,9.170489322538016,0.05,0.03,1.5,1.0
5,533.298250817172,5) $500 - $750,Suburban,Phone,1,Womens E-Mail,2,0,0,6.66621856623202,0.05,0.03,1.5,1.0
10,663.9360633362737,5) $500 - $750,Urban,Web,0,Mens E-Mail,1,0,0,10.26175794342874,0.05,0.03,1.5,1.0
7,114.68552893958073,2) $100 - $200,Urban,Web,0,Mens E-Mail,1,0,0,2.8345476829215683,0.05,0.03,1.5,1.0
5,283.21614087529053,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,0,0,6.123797125449143,0.05,0.03,1.5,1.0
9,323.22552519595826,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,0,8.481987860000551,0.05,0.03,1.5,1.0
12,327.54699262040276,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,0,7.121119936094203,0.05,0.03,1.5,1.0
4,428.5351838935057,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,6.704048726597761,0.05,0.03,1.5,1.0
1,464.3428569639665,4) $350 - $500,Urban,Web,0,Womens E-Mail,2,1,0,7.223879859535931,0.05,0.03,1.5,1.0
10,324.3915027108802,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,0,0,6.877986478775734,0.05,0.03,1.5,1.0
12,298.35042787610575,3) $200 - $350,Urban,Phone,0,Womens E-Mail,2,0,0,8.381952196540446,0.05,0.03,1.5,1.0
5,53.883469773040915,1) $0 - $100,Suburban,Web,0,Mens E-Mail,1,0,0,3.292407542210743,0.05,0.03,1.5,1.0
1,238.6220354666202,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,0,2.6987755198356487,0.05,0.03,1.5,1.0
12,485.1357818056092,4) $350 - $500,Urban,Web,1,Mens E-Mail,1,0,0,12.112845508349949,0.05,0.03,1.5,1.0
1,156.80927044442856,2) $100 - $200,Suburban,Phone,0,Womens E-Mail,2,0,0,0.9057546387707964,0.05,0.03,1.5,1.0
1,456.5512555903471,4) $350 - $500,Suburban,Web,0,Womens E-Mail,2,0,0,3.2826903981733024,0.05,0.03,1.5,1.0
1,115.37125028443333,2) $100 - $200,Suburban,Web,0,Mens E-Mail,1,1,0,3.3716084353014737,0.05,0.03,1.5,1.0
8,380.33540546390657,4) $350 - $500,Suburban,Web,0,Womens E-Mail,2,0,0,7.59367816520226,0.05,0.03,1.5,1.0
2,341.8156615733225,3) $200 - $350,Rural,Web,0,Mens E-Mail,1,1,0,6.508100925667239,0.05,0.03,1.5,1.0
9,182.07095909127733,2) $100 - $200,Suburban,Web,0,Mens E-Mail,1,0,0,6.298730537854622,0.05,0.03,1.5,1.0
7,158.21700298469023,2) $100 - $200,Rural,Phone,1,Womens E-Mail,2,0,0,5.053360013227975,0.05,0.03,1.5,1.0
11,316.51073090562375,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,0,0,6.145343834577571,0.05,0.03,1.5,1.0
3,290.54312653340975,3) $200 - $350,Rural,Web,0,Mens E-Mail,1,0,0,5.258036784354047,0.05,0.03,1.5,1.0
9,413.16375518289595,4) $350 - $500,Suburban,Web,1,Mens E-Mail,1,0,0,6.664796387248879,0.05,0.03,1.5,1.0
4,339.6428312464858,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,4.623436395225378,0.05,0.03,1.5,1.0
7,133.90192332921274,2) $100 - $200,Urban,Phone,0,Mens E-Mail,1,0,0,4.765333142646487,0.05,0.03,1.5,1.0
3,116.81468929454823,2) $100 - $200,Rural,Phone,0,Mens E-Mail,1,0,0,3.9941466114458617,0.05,0.03,1.5,1.0
5,620.5460137327484,5) $500 - $750,Urban,Web,1,Mens E-Mail,1,0,0,7.961095715978569,0.05,0.03,1.5,1.0
4,297.3576640416965,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,0,0,4.887210329152628,0.05,0.03,1.5,1.0
6,259.907692442929,3) $200 - $350,Urban,Phone,0,Womens E-Mail,2,0,0,5.568584316641109,0.05,0.03,1.5,1.0
12,256.71744037618157,3) $200 - $350,Suburban,Web,1,Womens E-Mail,2,0,0,6.053293288759552,0.05,0.03,1.5,1.0
9,354.9492988108687,4) $350 - $500,Rural,Phone,0,Mens E-Mail,1,0,0,7.158278639925478,0.05,0.03,1.5,1.0
5,345.8844977706509,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,0,5.020155563682531,0.05,0.03,1.5,1.0
1,93.34617981149637,1) $0 - $100,Suburban,Web,1,Mens E-Mail,1,0,0,3.2056231768512586,0.05,0.03,1.5,1.0
5,113.28433128757028,2) $100 - $200,Suburban,Phone,0,Womens E-Mail,2,0,0,3.4640157307105572,0.05,0.03,1.5,1.0
5,535.9202255710634,5) $500 - $750,Urban,Phone,0,Womens E-Mail,2,0,0,6.832206859153872,0.05,0.03,1.5,1.0
9,353.01359053079665,4) $350 - $500,Suburban,Web,0,Mens E-Mail,1,0,0,6.701378920073845,0.05,0.03,1.5,1.0
8,194.6282586167801,2) $100 - $200,Suburban,Web,0,Womens E-Mail,2,0,0,6.418521924608341,0.05,0.03,1.5,1.0
5,80.92818881278122,1) $0 - $100,Urban,Web,0,Mens E-Mail,1,0,0,4.912665132055862,0.05,0.03,1.5,1.0
5,186.1772125137627,2) $100 - $200,Suburban,Phone,0,Womens E-Mail,2,0,0,4.0411001250468885,0.05,0.03,1.5,1.0
2,88.06914169521944,1) $0 - $100,Suburban,Web,0,Womens E-Mail,2,0,0,1.7142011760905005,0.05,0.03,1.5,1.0
9,185.19185708887505,2) $100 - $200,Urban,Web,0,Womens E-Mail,2,0,0,6.030607336241961,0.05,0.03,1.5,1.0
11,367.03551049033183,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,8.07189159923212,0.05,0.03,1.5,1.0
4,460.45436410670294,4) $350 - $500,Suburban,Phone,0,Mens E-Mail,1,0,0,5.3489776660802635,0.05,0.03,1.5,1.0
7,266.8416256034954,3) $200 - $350,Rural,Phone,1,Womens E-Mail,2,0,0,4.408490959140167,0.05,0.03,1.5,1.0
10,183.36113580722613,2) $100 - $200,Suburban,Web,0,Mens E-Mail,1,0,0,7.321270982959987,0.05,0.03,1.5,1.0
6,218.47547851955957,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,5.928357455561637,0.05,0.03,1.5,1.0
5,175.63762524796783,2) $100 - $200,Suburban,Web,0,Mens E-Mail,1,0,0,4.07632930357993,0.05,0.03,1.5,1.0
11,62.71217990402684,1) $0 - $100,Urban,Web,0,Mens E-Mail,1,0,0,6.947252735107873,0.05,0.03,1.5,1.0
11,213.75441763784585,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,0,0,6.194254402067458,0.05,0.03,1.5,1.0
5,323.57604990507906,3) $200 - $350,Rural,Web,0,Mens E-Mail,1,0,0,4.390823404424232,0.05,0.03,1.5,1.0
7,367.8176084569911,4) $350 - $500,Urban,Phone,0,Mens E-Mail,1,0,0,7.8564006694896555,0.05,0.03,1.5,1.0
2,589.9366047809652,5) $500 - $750,Suburban,Phone,0,Mens E-Mail,1,0,0,8.113060787722475,0.05,0.03,1.5,1.0
9,310.793790738983,3) $200 - $350,Suburban,Web,1,Womens E-Mail,2,0,0,6.793451855404562,0.05,0.03,1.5,1.0
2,407.0319477305717,4) $350 - $500,Suburban,Web,0,Womens E-Mail,2,1,0,6.411391658702614,0.05,0.03,1.5,1.0
9,234.69701292499295,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,0,0,5.876392568990484,0.05,0.03,1.5,1.0
11,286.1863185656558,3) $200 - $350,Urban,Web,1,Mens E-Mail,1,0,0,6.951887152487155,0.05,0.03,1.5,1.0
4,358.2322440203844,4) $350 - $500,Urban,Phone,0,Mens E-Mail,1,0,0,6.448895026052879,0.05,0.03,1.5,1.0
10,350.799226426885,4) $350 - $500,Suburban,Phone,0,Mens E-Mail,1,0,0,7.3021376718707955,0.05,0.03,1.5,1.0
11,551.5937618236559,5) $500 - $750,Suburban,Phone,0,Mens E-Mail,1,0,0,10.94986865892049,0.05,0.03,1.5,1.0
10,357.2653328095204,4) $350 - $500,Suburban,Web,1,Womens E-Mail,2,0,0,6.752649613138054,0.05,0.03,1.5,1.0
6,638.459873188598,5) $500 - $750,Rural,Web,0,Womens E-Mail,2,0,0,9.348826993955127,0.05,0.03,1.5,1.0
1,241.60239300548687,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,1,0,5.230893212488869,0.05,0.03,1.5,1.0
5,148.96841997627845,2) $100 - $200,Urban,Web,0,Womens E-Mail,2,0,0,3.114180606676853,0.05,0.03,1.5,1.0
6,571.0594229797225,5) $500 - $750,Suburban,Web,1,Womens E-Mail,2,0,0,7.290149886128655,0.05,0.03,1.5,1.0
9,233.37128867578124,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,0,0,6.3461849234212275,0.05,0.03,1.5,1.0
9,366.5622646448666,4) $350 - $500,Urban,Web,0,Womens E-Mail,2,0,0,6.461412403881919,0.05,0.03,1.5,1.0
9,570.9213281815846,5) $500 - $750,Suburban,Web,0,Mens E-Mail,1,0,0,10.11374308470337,0.05,0.03,1.5,1.0
3,182.74930623159088,2) $100 - $200,Urban,Phone,0,Womens E-Mail,2,0,0,3.056241219665613,0.05,0.03,1.5,1.0
4,305.9491978414256,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,0,6.820691682093476,0.05,0.03,1.5,1.0
8,340.2804896344044,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,7.003806069340389,0.05,0.03,1.5,1.0
8,371.58354136441625,4) $350 - $500,Suburban,Phone,0,Womens E-Mail,2,0,0,7.051214375124084,0.05,0.03,1.5,1.0
2,747.9047172644074,5) $500 - $750,Rural,Web,0,Womens E-Mail,2,0,1,9.375823099912235,0.05,0.03,1.5,1.0
8,322.62890233733344,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,0,0,6.7041775376090325,0.05,0.03,1.5,1.0
7,232.79062434757174,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,0,0,6.3830362081131184,0.05,0.03,1.5,1.0
9,469.0947101025887,4) $350 - $500,Urban,Phone,1,Womens E-Mail,2,0,0,7.390869825589984,0.05,0.03,1.5,1.0
5,105.59552125122997,2) $100 - $200,Urban,Phone,0,Mens E-Mail,1,0,0,2.9545633160957028,0.05,0.03,1.5,1.0
2,614.3710488867437,5) $500 - $750,Rural,Web,0,Womens E-Mail,2,0,0,5.948550866567942,0.05,0.03,1.5,1.0
5,307.38928363923975,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,0,0,5.234126743326401,0.05,0.03,1.5,1.0
2,191.60752467478468,2) $100 - $200,Rural,Web,0,Womens E-Mail,2,0,0,3.0909549922827817,0.05,0.03,1.5,1.0
12,280.7059237951532,3) $200 - $350,Suburban,Phone,0,Womens E-Mail,2,0,0,8.290741691366602,0.05,0.03,1.5,1.0
5,44.18375004509625,1) $0 - $100,Suburban,Web,0,Mens E-Mail,1,0,0,4.703187983631251,0.05,0.03,1.5,1.0
9,33.292459680409145,1) $0 - $100,Urban,Web,0,Mens E-Mail,1,0,0,4.8529583471350755,0.05,0.03,1.5,1.0
7,244.07068346462083,3) $200 - $350,Urban,Web,1,Womens E-Mail,2,0,0,5.411002111404048,0.05,0.03,1.5,1.0
7,399.7880499362144,4) $350 - $500,Suburban,Web,0,Mens E-Mail,1,0,0,7.752481782108555,0.05,0.03,1.5,1.0
1,84.03257848789846,1) $0 - $100,Suburban,Web,0,Womens E-Mail,2,0,0,3.23163490860572,0.05,0.03,1.5,1.0
9,224.57750060532726,3) $200 - $350,Rural,Phone,1,Womens E-Mail,2,0,0,4.94110500487196,0.05,0.03,1.5,1.0
6,388.56812854125184,4) $350 - $500,Suburban,Web,0,Mens E-Mail,1,0,0,6.7751271241502415,0.05,0.03,1.5,1.0
7,391.15194942625186,4) $350 - $500,Urban,Phone,1,Mens E-Mail,1,0,0,7.193599321924048,0.05,0.03,1.5,1.0
